station,timestamp_utc,rain_mm,wind_direction_deg,solar_radiation_w_m2,air_temperature_c
stanley_bridge,2026-03-01 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-02 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-03 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-04 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-05 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-06 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-07 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-08 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-09 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-10 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-11 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-12 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-13 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-14 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-15 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-16 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-17 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-18 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-19 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-20 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-21 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-22 00:00:00+00:00,0.0,,,
stanley_bridge,2026-03-23 00:00:00+00:00,0.0,,,
